equipment_type_desc,circuit_label_type_desc,sum_power,category
? Kitchen Plugs,Other,7.126,Other
Clothes Dryer,Clothes Dryer,302.43,Appliances
Clothes Washer,Clothes Washer,20.995,Appliances
Entry,Other,96.362,Other
Heat,Electric Furnace,451.656,Heating
Hydro Tub,Other,3.009,Other
Den,Other,291.96,Other
Dryer,Clothes Dryer,77.155,Appliances
Jacuzzi Rec,Other,2.9290000000000003,Other
Towel Warmers,Other,0,Other
Bed,Other,42.357,Other
Clothes Washer,Clothes Washer,17.744,Appliances
Garage,Other,4265.327,Other
Kit. Micro,Other,146.377,Other
Kitchen,Other,310.466,Other
Lights + Recep,Other,90.185,Other
Bedrooms / Main Bath,Other,82.599,Other
Dishwasher,Dishwasher,37.631,Appliances
Gar 2,Other,71.809,Other
Kitchen,Other,44.162000000000006,Other
Range,Stove/Oven/Range,100.659,Appliances
Dining,Other,6.229,Other
Door Opener Sensor,Other,129.655,Other
Dryer,Clothes Dryer,602.588,Appliances
Range,Stove/Oven/Range,126.394,Appliances
Gas Furnace,Gas Furnace (Component),693.341,Heating
Bath,Other,3.338,Other
Disposal,Garbage Disposal,0.031,Appliances
Stove,Stove/Oven/Range,21.744,Appliances
Unknown,Other,212.07500000000002,Other
Utility Plug,Other,11.102,Other
Forced Air Unit,Gas Furnace (Component),324.751,Heating
Garbage Disposal,Garbage Disposal,64.243,Appliances
Kitchen,Other,154.3,Other
Tub,Other,13.572000000000001,Other
Unknown,Other,390.973,Other
Central Vac,Other,0,Other
Ice Maker,Other,181.076,Other
Kitchen,Other,2.34,Other
Recp Appl,Other,59.75,Other
Refrigerator,Refrigerator/Freezer,299.634,Appliances
Sewer,Other,4.522,Other
Washer Lites,Other,42.846,Other
Lights & Plugs,Other,40.266,Other
Back Door OL + Switches,Other,30.262,Other
Bathroom,Other,8.752,Other
M. Bathroom Floor Heater,Other Zonal Heat,1668.6,Heating
Microwave,Microwave,14.955,Appliances
,Ductless Heatpump,1998.838,Heating
Office Back Bedroom,Other,290.076,Other
Unknown,Other,12.743,Other
Garage,Other,440.037,Other
Living Room/Com,Other,1044.539,Other
Unknown,Other,356.31600000000003,Other
Bath,Other,5.635,Other
Dishwasher,Dishwasher,27.396,Appliances
Heater,Other,0.074,Other
Hood,Other,2.67,Other
Hot Tub,Hot Tub,1438.582,Other
Kit Refer,Other,239.8,Other
,Other,5.955,Other
Clothes Washer,Clothes Washer,53.342,Appliances
Garage Heat,Other,0,Other
Kitchen,Other,353.071,Other
Dishwasher,Dishwasher,48.856,Appliances
Lights + Recps/Kitchen/Kitchen,Other,209.25,Other
Master Bed Bath,Other,417.5,Other
Nook/Hall,Other,131.656,Other
Range,Stove/Oven/Range,65.291,Appliances
Kit Ct/M Bath,Other,49.971000000000004,Other
Lights + Recepts/Study/Bath GFCI,Other,389.823,Other
Unknown,Other,21.243000000000002,Other
Din Lt/Fam,Other,524.028,Other
Kitchen Lights,Other,57.413,Other
O/L Outside Of Bath,Other,2.7760000000000002,Other
Pump,Other,57.995,Other
Bed,Other,18.446,Other
Garage,Other,276.588,Other
Living Room North Wall O/L,Other,18.768,Other
Oven,Stove/Oven/Range,84.78,Appliances
Pump Rm Plugs,Other,94.665,Other
Unknown,Other,0.861,Other
Dishwasher,Dishwasher,106.202,Appliances
Disposal,Garbage Disposal,0.038,Appliances
Kitchen South Wall O/Ls,Other,1.032,Other
Lights + Recepts/Lights + Recepts,Other,100.366,Other
Master Bedroom,Other,98.886,Other
Microwave,Microwave,47.714,Appliances
Shop,Other,206.867,Other
Dryer,Clothes Dryer,152.29,Appliances
Garbage Disposal,Garbage Disposal,0.6900000000000001,Appliances
Hot Tub,Hot Tub,0.001,Other
Lighting Section,Other,56.888,Other
Lights + Recepts/Dining Recepts,Other,0.28600000000000003,Other
Master Bath Circuit,Other,19.951,Other
Microwave,Microwave,20.066000000000003,Appliances
Sunroom Outlets,Other,462.912,Other
Unknown,Other,98.602,Other
Unknown,Other,2304.65,Other
"Kit Outlet, L Of Window",Other,0.16,Other
Stove Top,Stove/Oven/Range,0.578,Appliances
Unknown,Other,216.813,Other
Garbage Disposal/Jiggle Machine,Other,2.084,Other
Kitchen,Other,44.189,Other
Microwave,Microwave,0.002,Appliances
Oven,Stove/Oven/Range,119.482,Appliances
Unknown,Other,24.499,Other
Bedroom Outlets,Other,9.951,Other
Electric Furnace,Electric Furnace,927.931,Heating
Garbage Disposal,Garbage Disposal,93.907,Appliances
Kitchen,Other,171.906,Other
Unknown,Other,112.489,Other
Bathroom Vent Fan,Other,11.444,Other
Disposal,Garbage Disposal,10.71,Appliances
GDO,Other,19.808,Other
Laundry Room,Other,268.144,Other
Plug-in Garage Heat,Other,0,Other
Wine Cooler,Other,46.489,Other
Bath,Other,342.135,Other
Electric Furnace,Electric Furnace,701.303,Heating
Hot Tub Outlet,Other,0.001,Other
Kit Ct,Other,293.66,Other
Master Bedroom,Other,12.518,Other
Mster Bath Lts,Other,57.545,Other
O/L On Right Of Window,Other,0,Other
Hot Tub,Hot Tub,1498.614,Other
Kit Ct,Other,84.953,Other
Microwave,Microwave,12.636,Appliances
Mastr Bath Plug,Other,16.237000000000002,Other
Sewer Lift Station,Other,13.354,Other
Bathroom Heater,Electric Baseboard Heaters,0.099,Heating
Family Room GFCI/Lights + Receps,Other,41.165,Other
Hot Tub,Hot Tub,1433.662,Other
,Other,5.9510000000000005,Other
Family Room Refer/Garage GFCI,Other,24.62,Other
Gar 0,Other,89.007,Other
,Other,5.883,Other
Mains,Mains,2986.238,Mains
Unknown,Other,8.988,Other
Unknown,Other,59.09,Other
Unknown,Other,0,Other
Heater,Electric Baseboard Heaters,1.373,Heating
#2 Bedroom And Hallway Lights,Other,10.338000000000001,Other
100 A Subpanel,Other,4190.456,Other
2 Bedroom And 2 Bathroom,Other With Solar,82.806,Other
2 Beds,Other,177.27599999999998,Other
2 Upper Bedrooms,Other,15.402000000000001,Other
200V Shop Plug,Other,1.725,Other
240V Chevy,Electric Vehicle Charger,1763.535,Other
"2nd Floor Guest Room W/ Router, 1st Floor Bathroom, Living Room Outlet",Other,83.571,Other
2nd Level Lights + Outlets,Other,162.252,Other
3 Receps. Dining Room,Other,1.099,Other
30 Amp RV Outlet,Other,1101.4080000000001,Other
50 Amp RV Outlet,Other,0.493,Other
AC,Central AC,0.122,AC
AC Wall Unit,Ductless Heatpump,1.025,Heating
"Addition Master - Bathroom Fan, Lights, Wall Heater",Other,294.885,Other
Addition Master  Bathroom Wall Outlets,Other,0.035,Other
Addition Subpanel,Other,676.808,Other
Air Compressor,Other,3.6310000000000002,Other
Air Compressors For Attic Furnace,Gas Furnace (Component),2835.742,Heating
Air Handler,Electric Furnace,648.8,Heating
Air Handler,Other,125.003,Other
Air Purifier Fan,Other,23.814,Other
Air/lights/outlets Upstairs,Other,547.144,Other
Alex's Room/Hall,Other,766.978,Other
Appliance,Other,896.34,Other
Appliance Circuit,Other,371.942,Other
Appliance Circuit,Other,0.029,Other
Appliances,Other,949.0550000000001,Other
Appliances - Kitchen Outlets?,Other,157.39600000000002,Other
Atrium Lights + Out,Other,8.054,Other
Attic,Other,13.472,Other
Attic Furnace,Gas Furnace (Component),244.073,Heating
Attic Outlet + Lts / Studio Lights,Other,20.423,Other
Back Bedroom,Other,115.128,Other
Back Bedroom Lights And Outlets,Other,36.205999999999996,Other
Back Deck Outlets,Other,2.963,Other
"Back Porch, Outdoor Refrigerators",Other,303.805,Other
Back Room,Other,4.24,Other
Backyard Lights,Other,0.542,Other
Backyard Plug And Garage Doors,Other With Solar,374.803,Other
Barn / Compactor,Other,8.425,Other
Baseboard Heat 1,Electric Baseboard Heaters,69.902,Heating
Baseboard Heat 2,Electric Baseboard Heaters,0.07200000000000001,Heating
Baseboard Heat 3,Electric Baseboard Heaters,322.049,Heating
Baseboard Heat 4,Electric Baseboard Heaters,6.148999999999999,Heating
Baseboard Heat 5,Electric Baseboard Heaters,50.605000000000004,Heating
Baseboard Heater 1,Electric Baseboard Heaters,42.546,Heating
Baseboard Heater 2,Electric Baseboard Heaters,7319.756,Heating
Baseboard Heater 3,Electric Baseboard Heaters,1825.943,Heating
Baseboard Heater 4,Electric Baseboard Heaters,482.183,Heating
Basement,Other,318.899,Other
"Basement Bedroom, Unknown",Other,650.018,Other
Basement Furnace,Gas Furnace (Component),387.591,Heating
Basement Garage Outlets,Other,284.686,Other
"Basement Garage, Den TV Room, Office",Other,352.91,Other
Basement Light By Freezer Only,Other,0.06,Other
Basement Lights,Other,181.72,Other
"Basement Lights , Etc.",Other,51.528,Other
Basement Lights And Outlets,Other,144.336,Other
"Basement Lights, Etc.",Other,197.397,Other
Basement Outlet,Other,1.954,Other
"Basement Outlet, Etc.",Other,7.041,Other
Basement Outlets,Other,66.591,Other
Basement Plug,Other,17.585,Other
Basement Plugs,Other,21.219,Other
Basement Plugs/ Dining Plugs,Other,9.479000000000001,Other
Basement Rec Room Lights,Other,2.223,Other
Basement Receptacles,Other,281.021,Other
"Basement, Kitchen & Dining Room Lights",Other,256.659,Other
Basement/Camper,Other,6.586,Other
Bath,Other,24.384000000000004,Other
Bath,Other,30.593,Other
Bath And Garage,Other,61.416999999999994,Other
"Bath Fans, Hall & Master",Other,79.472,Other
Bath Floor,Other,258.461,Other
Bath FR,Other,0.17,Other
Bath GFCI Outlet,Other,4.6770000000000005,Other
Bath GFI,Other,11.325,Other
Bath Heat,Other,2.705,Other
Bath Heat,Electric Baseboard Heaters,19.151,Heating
Bath Heat APPL,Other,88.27300000000001,Other
Bath Heat Fan Lite,Other,40.885,Other
Bath Heater,Other Zonal Heat,0.201,Heating
Bath Heater,Other,107.766,Other
Bath Lights,Other,23.378,Other
Bath Outlet,Other,29.915000000000003,Other
Bath Outlets,Other,169.833,Other
Bath Outlets,Other,23.028000000000002,Other
Bath Plug,Other,4.083,Other
Bath Plugs,Other,22.436,Other
Bath Plugs,Other,9.256,Other
Bath Receptacles,Other,8.894,Other
Bath Room,Other,24.044,Other
Bath/ M. Bedroom,Other,39.592,Other
Bath/Bed Lts,Other,244.837,Other
Bath/Utility GFI,Other,35.432,Other
Bath/utility Room,Other,13.822000000000001,Other
Bathroom,Other,175.38400000000001,Other
Bathroom,Other,2210.547,Other
Bathroom - Dine,Other,287.797,Other
Bathroom & Patio Outlets,Other,160.029,Other
Bathroom 1 Septic Pump,Other With Solar,6.813,Other
Bathroom 2&3,Other,19.448,Other
Bathroom Circuits,Other,153.372,Other
Bathroom Electric Ceiling Radiant Heat,Other,371.204,Other
Bathroom Floor Heat,Other Zonal Heat,268.496,Heating
Bathroom GFCI,Other,14.106,Other
Bathroom GFCI & Dishwasher,Other,45.993,Other
Bathroom GFCI Outlets,Other,0.007,Other
Bathroom GFI,Other,502.05199999999996,Other
Bathroom Heat,Other,0.035,Other
Bathroom Heat/vent,Other,95.691,Other
Bathroom Light/fan,Other,47.63,Other
Bathroom Lights,Other,43.139,Other
Bathroom Lights & Fan,Other,115.281,Other
Bathroom Lights And Outlets,Other,351.77,Other
Bathroom Lights And Plugs,Other,9.47,Other
Bathroom Near Entry - Outlets,Other,2.807,Other
Bathroom Near Entry And Guest Room - Outlets,Other,24.781000000000002,Other
Bathroom Outlet,Other,3.46,Other
Bathroom Outlet - Not Installed,Other,0.003,Other
Bathroom Outlets,Other,3.177,Other
Bathroom Outlets,Other,42.193,Other
Bathroom Plugs,Other,0.788,Other
Bathroom Receptacles,Other,183.298,Other
Bathroom Vanity + Outlet Bedroom,Other,19.145,Other
Bathroom Vanity + Outlet Bedroom,Other,48.572,Other
Bathroom Wall,Other,17.819,Other
"Bathroom, Kitchen",Other,192.944,Other
Bathrooms,Other,6.264,Other
Bathtub Heater,Other,0,Other
Bathtub Pump,Other,0,Other
BDR,Other,603.17,Other
Bed 2 & 3,Other,169.049,Other
Bed 2-3,Other,32.479,Other
Bed Rm #2,Other,305.165,Other
Bed/bath,Other,52.204,Other
Bed/Bath Heat,Other Zonal Heat,104.178,Heating
Bedroom,Other,181.668,Other
Bedroom,Other,136.246,Other
Bedroom,Other,248.362,Other
Bedroom,Other,155.63400000000001,Other
Bedroom,Other,34.973,Other
Bedroom,Other,0.737,Other
"Bedroom & Closet, Master Bath Lights & Fan, Wall",Other,91.446,Other
"Bedroom 1&2, Porch Light, Kitchen",Other,286.088,Other
Bedroom 3 Outlets,Other,0,Other
Bedroom And Bathroom,Other,56.546,Other
Bedroom Baseboard Heaters,Electric Baseboard Heaters,14.491,Heating
Bedroom Cct 1,Other,0,Other
Bedroom Cct 2,Other,368.158,Other
Bedroom Cct 3,Other,1299.049,Other
Bedroom Circuit,Other,27.539,Other
Bedroom Circuit 1,Other,185.218,Other
Bedroom Circuit 2,Other,334.668,Other
Bedroom Closet,Other,0,Other
Bedroom Heater,Electric Baseboard Heaters,0.002,Heating
Bedroom Light,Other,163.303,Other
Bedroom Lights,Other,136.094,Other
Bedroom Lights,Other,801.926,Other
Bedroom Lights & Plugs,Other,798.551,Other
Bedroom Lights + Plugs,Other,223.119,Other
Bedroom Lights And Outlets,Other,905.4000000000001,Other
Bedroom Lights Kids,Other,208.038,Other
"Bedroom Outlet, Etc.",Other,28.974,Other
Bedroom Outlets,Other,147.504,Other
Bedroom Outlets,Other,403.265,Other
Bedroom Plug,Other,92.89,Other
Bedroom Plugs,Other,55.443,Other
Bedroom Plugs + Lights,Other,99.13,Other
Bedroom Power,Other,34.07,Other
Bedroom Radiant Ceiling Heat,Other,21.961,Other
Bedroom/playroom,Other,347.702,Other
Bedrooms,Other,174.132,Other
Bedrooms,Other,812.519,Other
"Beds 2&3 Plugs & Lights, Main Bath Plugs & Lights",Other,21.891,Other
"Beds 3&4 Plugs & Lights, Master Bed Plugs & Lights",Other,129.711,Other
Bidet,Other,40.103,Other
Bk Bedroom 1,Other,8.928,Other
Bk Bedroom 2,Other,70.737,Other
Blank,Other,229.928,Other
Blank,Other,129.806,Other
Blank,Other,4.603,Other
Blank,Other,63.546,Other
Blank,Other,10.434,Other
Blank,Other,595.683,Other
Blank,Other,31.309,Other
Blank #11,Other,6.1450000000000005,Other
Blank #9,Other,136.95,Other
Blank 1,Other,4115.037,Other
Blank 1,Other,68.913,Other
Blank 10&12,Other,0,Other
Blank 13,Other,0,Other
Blank 2,Other,340.723,Other
Blank 2,Other,48.375,Other
Blank 3,Other,436.007,Other
Blank 3,Other,58.53,Other
Blank 4,Other,3297.864,Other
Blank 4,Other,5.899,Other
Blank 5,Other,88.648,Other
Blank 6,Other,20.196,Other
Blank 7,Other,18.844,Other
Blank 8,Other,320.038,Other
Blanks 9&11,Other,0,Other
Bonus Room Lights And Outlets,Other,0.006,Other
Bonus/entry,Other,412.822,Other
Both Heat Basement Bath,Electric Baseboard Heaters,355.71999999999997,Heating
Bottom Oven,Other,13.296000000000001,Other
Breakfast Room/master Bedroom,Other,501.646,Other
Buffet Outlet,Other,0,Other
Cadet Heater,Electric Baseboard Heaters,0.331,Heating
Cadet Heater,Other Zonal Heat,543.501,Heating
Cadet Heater,Electric Baseboard Heaters,0,Heating
Cadet Heater,Other Zonal Heat,33.367,Heating
Cadet Heater Downstairs,Other Zonal Heat,0,Heating
Cadet Heater Upstairs,Other Zonal Heat,0.099,Heating
Carport + Outside / Kitchen Outlets,Other,19.482,Other
"Carport, Lights, Recp",Other,75.15,Other
Ceiling Radiant Heat 3,Other Zonal Heat,301.676,Heating
Central AC,Central AC,1.599,AC
Central Fan,Other,153.079,Other
Central Vac,Other,16.545,Other
Central Vac,Other,2.978,Other
Central Vac System,Other,6.897,Other
Central Vacuum,Other,14.621,Other
Central Vacuum,Other,11.799,Other
Chest Freezer,Refrigerator/Freezer,103.46,Appliances
Christmas Lights,Other,612.882,Other
Circuit,Other,159.681,Other
"Clothes Dryer, House",Clothes Dryer,221.517,Appliances
Clothes Washer,Clothes Washer,4.689,Appliances
Computer,Other,531.555,Other
Computer Outlet Only,Other,99.774,Other
Computer Outlets,Other,66.932,Other
Computer Plugs,Other,8.523,Other
Computer Room,Other,554.2090000000001,Other
Computer Room Outlets,Other,38.315999999999995,Other
Cook Top,Stove/Oven/Range,161.761,Appliances
Cooktop,Stove/Oven/Range,60.748,Appliances
Cooling,Central AC,0.039,AC
Counter Cooktop,Stove/Oven/Range,93.639,Appliances
Den,Other,177.648,Other
Den,Other,3.045,Other
Den + Living Room Outlets,Other,160.232,Other
Den + Utility Room Heat,Electric Baseboard Heaters,0,Heating
Den Lights / Wall Outlets,Other,0.001,Other
"Den, Living Rm, Entry, Front Lights",Other,109.896,Other
Den/Liv Room Outlets,Other,294.865,Other
Dine Plugs,Other,128.53799999999998,Other
Dine/Kit/Live Lits,Other,1488.176,Other
Dining,Other,56.458,Other
Dining & Kitchen Plugs,Other,122.498,Other
Dining & Living Rooms,Other,432.933,Other
Dining & Microwave,Other,54.241,Other
Dining Lights,Other,540.451,Other
Dining Plugs - North Wall,Other,583.025,Other
Dining Rec,Other,298.601,Other
Dining Room,Other,14.495,Other
Dining Room,Other,43.299,Other
Dining Room & Hallway Lights & Outlets,Other,406.411,Other
Dining Room & Kitchen,Other,59.34,Other
Dining Room East Wall Outlets,Other,0.028,Other
Dining Room Lights And Outlets,Other,111.684,Other
Dining Room Outlets,Other,149.999,Other
Dining Room Plugs,Other,23.176,Other
Dining Room Plugs,Other,94.181,Other
Dining Room Recepts,Other,289.502,Other
Dining Room/north Bedroom,Other,603.142,Other
Dining-Hall Lights & Living Lights,Other,769.162,Other
Dining/Laundry/Bath Lights,Other,266.498,Other
"Dish Washer, House",Dishwasher,79.66,Appliances
Dishwasher,Dishwasher,91.538,Appliances
Dishwasher,Dishwasher,777.092,Appliances
Dishwasher,Other,0.034,Other
Dishwasher,Dishwasher,39.634,Appliances
Dishwasher + Garbage Disposal,Other,63.185,Other
Dishwasher/Disposal,Other,6.413,Other
Disposal,Garbage Disposal,225.027,Appliances
Disposal,Other,53.136,Other
Disposal,Garbage Disposal,239.78500000000003,Appliances
Disposal,Other,0.26,Other
Disposal,Garbage Disposal,0.014,Appliances
Disposal,Garbage Disposal,0.93,Appliances
Disposal & Microwave,Other,25.587,Other
Disposal + Others,Garbage Disposal,0.058,Appliances
Door Opener,Other,274.152,Other
Double Oven,Stove/Oven/Range,154.827,Appliances
Down Bathroom,Other,10.377,Other
Down Bed #1,Other,41.173,Other
Down Bed #2,Other,54.073,Other
Down Bedroom & Office,Other,37.807,Other
Downstairs Bathroom,Other,60.620000000000005,Other
Downstairs Bathroom,Other,15.524000000000001,Other
Downstairs Bathroom Electric Ceiling Radiant Heat,Other Zonal Heat,0,Heating
Downstairs Bathroom Lights And Outlets,Other,13.735,Other
Downstairs Bathroom Outlets,Other,22.874,Other
Downstairs Bedroom,Other,1169.313,Other
Downstairs Bedroom,Other,56.076,Other
Downstairs Bedroom,Other,11.549,Other
Downstairs Bedroom Outlets,Other,0.19,Other
Downstairs East Bedroom,Other,187.956,Other
Downstairs Electronics,Other,160.115,Other
Downstairs Family Room,Other,340.564,Other
Downstairs Lights And Outlets,Other,360.363,Other
Downstairs Lights And Plugs,Other,360.69100000000003,Other
Downstairs Master,Other,1687.722,Other
Downstairs Outlets,Other,560.608,Other
Downstairs Plugs,Other,299.681,Other
Downstairs Water Heater,Electric Resistance Storage Water Heaters,133.889,Heating
Dryer,Clothes Dryer,1267.74,Appliances
Dryer,Clothes Dryer,2651.1409999999996,Appliances
Dryer,Clothes Dryer,200.254,Appliances
Dryer Plug,Other,0,Other
Ductless HP,Ductless Heatpump,507.839,Heating
Dustin/Ryan,Other,213.323,Other
East And South Side Kitchen Outlets,Other,266.831,Other
Edward/Edison/Laundry/Kitchen Lights,Other,243.861,Other
Electric - Air Source Heat Pump,Central AC,0.021,AC
Electric - Air Source Heat Pump,Ducted Heatpump,103587.95899999999,Heating
Electric - Central AC,Central AC,817.09,AC
Electric - Central AC,Ducted Heatpump,3933.815,Heating
Electric - Dryer,Clothes Dryer,39649.605,Appliances
Electric - Electric Baseboard,Electric Baseboard Heaters,29574.21,Heating
Electric - Furnace,Electric Furnace,130573.096,Heating
Electric - Furnace,Gas Furnace (Component),203.81900000000002,Heating
Electric - Furnace,Other,201.046,Other
Electric - Mini-Split HP,Ductless Heatpump,39686.755,Heating
Electric - Water Heater - Electric Heat Pump,Heat Pump Water Heater,2004.652,Heating
Electric - Water Heater - Electric Resistance,Electric Resistance Storage Water Heaters,128306.52699999999,Heating
Electric - Water Heater - Electric Resistance,Instantaneous Water Heater (Elec),3626.034,Heating
Electric - Water Source Heat Pump,Ducted Heatpump,608.527,Heating
Electric - Zonal Heat,Ductless Heatpump,909.43,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,1854.976,Heating
Electric - Zonal Heat,Electric Furnace,1671.055,Heating
Electric - Zonal Heat,Other,356.03,Other
Electric - Zonal Heat,Other Zonal Heat,18254.108,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,16.903,Heating
Electric - Zonal Heat,Electric Baseboard Heaters,1911.888,Heating
Electric Baseboard - Dining Room,Electric Baseboard Heaters,54.909,Heating
Electric Car Charger,Electric Vehicle Charger,326.707,Other
Electric Car Charger - Chevy Bolt,Electric Vehicle Charger,2634.105,Other
Electric Cooktop,Stove/Oven/Range,70.91,Appliances
Electric Furnace,Electric Furnace,596.168,Heating
Electric Furnace And Air Handler,Electric Furnace,404.516,Heating
Electric Heat - Full Bath,Other Zonal Heat,0,Heating
Electric Heat - Master Bedroom,Other Zonal Heat,0,Heating
Electric Heat In Dining Room And Living Room,Other,1.443,Other
Electric Heater,Electric Baseboard Heaters,1.4429999999999998,Heating
Electric Heater Back Bathroom,Other With Solar,3.629,Other
Electric Heaters,Electric Baseboard Heaters,918.85,Heating
Electric Range Plug,Other,0.006,Other
Electric Room Heaters,Other,0.18,Other
Electric Room Heaters For Nook & Family Rm,Other Zonal Heat,1443.572,Heating
Entry,Other,25.183,Other
Entry,Other,102.016,Other
Entry And Powder,Other,29.52,Other
Entry And Study,Other,46.912,Other
Entry Area/Kitchen Outlets,Other,74.027,Other
Entry Hall Lights/plugs,Other,328.977,Other
Entry Lights,Other,827.222,Other
Entry Outside,Other,97.129,Other
"Entry, Hall",Other,6.256,Other
Entry/Kit. Lights,Other,170.698,Other
Entry/Liv Rm,Other,176.183,Other
EV Car Charger + Hallway/Living Room/Mom/Dad,Other,682.625,Other
EV Charger,Electric Vehicle Charger,753.212,Other
EVSE,Electric Vehicle Charger,2128.837,Other
Exterior Lights And Outlets,Other,36.205999999999996,Other
Fam Room Plugs,Other,402.28200000000004,Other
Family And Dining Room - Outlets And Lights,Other,448.361,Other
Family Lights And Outlets,Other,4.464,Other
Family Rm Nook Patio,Other,252.662,Other
Family Room,Other,139.19400000000002,Other
Family Room,Other,550.559,Other
Family Room & Front Room,Other,1073.439,Other
Family Room Circuit,Other,8.043000000000001,Other
Family Room Lights + Outlets,Other,108.132,Other
Family Room Lights And Outlets,Other,675.46,Other
Family Room Plugs,Other,66.316,Other
"Family Room, Den, And Back Porch Lights",Other,291.55899999999997,Other
"Family Room, Downstairs Bath",Other,59.652,Other
Fan,Other,65.356,Other
Feed To Garage Sub-panel,Other With Solar,11793.313,Other
Feed To Sub Panel In Outbuilding,Other,0.053,Other
Fire Place,Other,52.086,Other
Fireplace Blower,Other,15.799,Other
Flood Lights,Other,5.412,Other
Floor Board Plugs,Other,10.842,Other
Floor Heat,Other Zonal Heat,5.018,Heating
Floor Plug,Other,33.053000000000004,Other
Foyeur Lights/ Additional Sconces Cans And Fan,Other,46.355000000000004,Other
Freezer,Other,181.909,Other
Freezer,Refrigerator/Freezer,1.597,Appliances
Freezer - Basement,Refrigerator/Freezer,884.261,Appliances
Freezer & Fridge,Other,175.37800000000001,Other
Freezer + Others,Other,457.739,Other
Freezer + Plugs,Other,21.998,Other
Freezer Outlets DN,Other,1181.299,Other
Freezer Plug,Other,0,Other
"Freezer, Lights, Kitchen",Other,375.855,Other
Fridge / Kitchen Outlets,Other,280.806,Other
Front Area - Lights And Plugs,Other,79.377,Other
Front Bath & Bedroom,Other,102.899,Other
Front Bath Light And Master Bedroom,Other,43.054,Other
Front Porch GFCI,Other,2.976,Other
Front Porch GFI Outlet,Other,60.359,Other
Front Room,Other,61.076,Other
Front Room Lights,Other,55.235,Other
Front Room Lights And Outlets,Other,4.335,Other
Furnace,Electric Furnace,10362.782,Heating
Furnace,Gas Furnace (Component),2694.027,Heating
Furnace,Other,622.937,Other
Furnace,Electric Furnace,34380.996,Heating
Furnace,Gas Furnace (Component),2391.353,Heating
Furnace,Other,1681.079,Other
Furnace - Not Used,Electric Furnace,1.452,Heating
Furnace  Only,Other,445.591,Other
Furnace,Electric Furnace,1253.875,Heating
Furnace,Gas Furnace (Component),400.121,Heating
Furnace,Gas Furnace (Component),635.417,Heating
Furnace,Other,154.927,Other
Furnace & Indoor Fan,Other,692.495,Other
Furnace Backup,Electric Furnace,1107.609,Heating
Furnace Backup Heat,Electric Furnace,747.083,Heating
Furnace Condensate Pump,Other,243.07000000000002,Other
Furnace Electric Heat,Electric Furnace,2949.918,Heating
Furnace Fan,Gas Furnace (Component),261.031,Heating
Furnace Fan,Electric Furnace,2196.739,Heating
Furnace Fan,Gas Furnace (Component),1002.487,Heating
Furnace Heating Element,Electric Furnace,59.088,Heating
Furnace Main,Electric Furnace,1128.209,Heating
Furnace Plug,Other,3.266,Other
Furnace Power,Gas Furnace (Component),2249.511,Heating
Furnace Power,Gas Furnace (Component),94.84,Heating
Furnace Second Stage,Electric Furnace,870.634,Heating
Furnace/Central Fan,Gas Furnace (Component),1210.306,Heating
Furnace/shop Fan,Other,831.657,Other
Future,Other,2.989,Other
Game Room Addition,Other,204.77700000000002,Other
Garage,Other,747.172,Other
Garage,Other,3294.524,Other
Garage,Other,91.232,Other
Garage,Other,1.274,Other
Garage,Other,1.587,Other
Garage / Patio / Dining Room Lights,Other,0,Other
Garage & Outside GFIs,Other,60.591,Other
Garage + Bath Plugs,Other,69.671,Other
Garage + Out,Other,47.975,Other
Garage And House Sub Panel,Other,763.524,Other
Garage And Outside,Other,327.789,Other
Garage Bath Kitchen,Other,100.09,Other
Garage Circuits,Other,6.293,Other
Garage Dedicated Circuit,Other,22.074,Other
Garage Door,Other,30.723,Other
Garage Door & Utility,Other,136.533,Other
Garage Door And Light,Other,173.424,Other
Garage Door Opener,Other,357.14,Other
Garage Door Opener,Other,141.776,Other
Garage Door Opener,Other,73.431,Other
"Garage Door Opener, South Wall, Outside",Other,25.982,Other
"Garage Door Opener, West Wall",Other,114.268,Other
Garage Doors,Other,22.873,Other
Garage GFCI,Other,105.771,Other
Garage GFI 1,Other,57.789,Other
Garage GFI 2,Other,309.07,Other
"Garage GFI, Master Bedroom GFI",Other,361.896,Other
Garage Heat,Other,0,Other
Garage Heater,Other Zonal Heat,390.886,Heating
Garage Lights,Other,176.514,Other
Garage Lights,Other,395.28200000000004,Other
Garage Lights & Outlets,Other,381.343,Other
Garage Lights And Outlets,Other,219.00400000000002,Other
Garage Lts,Other,41.391,Other
Garage North,Other,189.356,Other
Garage Outlet,Other,510.564,Other
Garage Outlet,Other,0.007,Other
Garage Outlets,Other,3.1990000000000003,Other
Garage Outlets,Other,72.34,Other
Garage Outlets,Other,2405.854,Other
Garage Outlets,Other,1.715,Other
Garage Outlets 1,Other,191.254,Other
Garage Outlets 2,Other,39.689,Other
Garage Outlets 2,Other,111.497,Other
Garage Outlets East,Other,6.519,Other
Garage Plugs,Other,254.738,Other
Garage Plugs,Other,234.044,Other
Garage Plugs 2,Other,32.176,Other
Garage Plugs And Lights,Other,22.72,Other
Garage Power,Other,102.473,Other
Garage Security Lights,Other,156.012,Other
Garage South Side,Other,156.049,Other
Garage Sub Panel,Other,120.097,Other
